# [2025-04-12 09:24:19,894] INFO: Loading Hamiltonian from saved file
# [2025-04-12 09:24:22,453] INFO: Setting up the training loop
# [2025-04-12 09:24:23,804] INFO: Initializing parameters and states
# [2025-04-12 09:24:33,433] INFO: Burning in the sampler for 100 steps
# [2025-04-12 09:24:48,564] INFO: Start training
# HF energy from loaded: -212.15836732150942
# step	loss	e_tot	exp_es	exp_s	std_es	std_s	lr	time
351	-213.0997	-213.0997	-147.9904	0.6945	153.2719	0.7195	2.8e-04	14.7971
352	-213.0459	-213.0459	-148.4572	0.6968	152.8055	0.7172	2.8e-04	14.7896
353	-213.1228	-213.1228	-148.1386	0.6951	153.1614	0.7189	2.8e-04	14.7691
354	-213.0699	-213.0699	-148.4932	0.6969	152.7766	0.7171	2.8e-04	14.7683
355	-213.0669	-213.0669	-149.0762	0.6997	152.1466	0.7143	2.8e-04	14.7594
356	-213.0902	-213.0902	-149.9601	0.7037	151.3377	0.7104	2.8e-04	14.7284
357	-213.0974	-213.0974	-149.3646	0.7009	151.9107	0.7132	2.8e-04	14.7149
358	-213.0520	-213.0520	-149.9436	0.7038	151.3055	0.7103	2.8e-04	14.7054
359	-213.0878	-213.0878	-149.2841	0.7006	151.9535	0.7133	2.8e-04	14.6934
360	-213.0642	-213.0642	-150.7602	0.7076	150.4662	0.7063	2.8e-04	14.6777
361	-213.0958	-213.0958	-149.3901	0.7010	151.8677	0.7130	2.8e-04	14.6718
362	-213.0542	-213.0542	-150.0337	0.7042	151.2171	0.7100	2.8e-04	14.6753
363	-213.0366	-213.0366	-148.6954	0.6980	152.4815	0.7160	2.8e-04	14.6635
364	-213.0673	-213.0673	-149.7205	0.7027	151.5628	0.7115	2.8e-04	14.6752
365	-213.1028	-213.1028	-149.9689	0.7037	151.3190	0.7105	2.8e-04	14.6668
366	-213.1439	-213.1439	-147.8808	0.6938	153.4178	0.7201	2.8e-04	14.6644
367	-213.0334	-213.0334	-148.2139	0.6957	152.9728	0.7183	2.8e-04	14.6664
368	-213.0808	-213.0810	-146.4264	0.6872	154.7299	0.7265	2.8e-04	14.6720
